ID,Marital Status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
23105,single,male,40000.0,3,Partial High School,Clerical,0,2,5-10 Miles,Pacific,52,1
18740,married,male,80000.0,5,Bachelors,Professional,0,1,0-1 Miles,Pacific,47,1
21213,single,male,70000.0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,41,0
17352,married,male,50000.0,2,Graduate Degree,Management,1,1,5-10 Miles,Pacific,64,1
14154,married,male,30000.0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,35,1
19066,married,male,130000.0,4,Partial College,Professional,0,3,10+ Miles,Europe,54,0
11386,married,female,30000.0,3,Bachelors,Clerical,1,0,0-1 Miles,Europe,45,0
20228,married,male,100000.0,0,Graduate Degree,Management,1,0,2-5 Miles,Pacific,40,1
16675,single,female,160000.0,0,Graduate Degree,Management,0,3,0-1 Miles,Pacific,47,1
16410,single,female,10000.0,4,Partial High School,Manual,1,2,0-1 Miles,Europe,41,1
27760,single,female,40000.0,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,37,1
22930,married,male,90000.0,4,Bachelors,Professional,1,0,1-2 Miles,Pacific,38,1
23780,single,male,40000.0,2,Partial College,Clerical,0,2,0-1 Miles,Europe,36,1
20994,married,female,20000.0,0,Bachelors,Clerical,0,0,0-1 Miles,Pacific,26,1
28379,married,male,30000.0,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,40,0
14865,single,male,40000.0,2,Partial College,Clerical,1,2,1-2 Miles,Europe,36,0
12663,married,female,90000.0,5,Partial High School,Skilled Manual,1,2,10+ Miles,Europe,59,0
24898,single,female,80000.0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,32,0
19508,married,male,10000.0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,30,0
11489,single,female,20000.0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,35,1
18160,married,male,130000.0,3,High School,Professional,1,4,5-10 Miles,Europe,51,1
25241,married,male,90000.0,2,Bachelors,Professional,1,1,5-10 Miles,Pacific,47,0
24369,married,male,80000.0,5,Graduate Degree,Management,0,2,0-1 Miles,Pacific,39,0
27165,single,male,20000.0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,34,0
29424,married,male,10000.0,0,Partial High School,Manual,1,2,0-1 Miles,Europe,32,0
15926,single,female,120000.0,3,High School,Professional,1,4,5-10 Miles,Europe,50,1
14554,married,male,20000.0,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,66,0
16468,single,male,30000.0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,30,0
19174,single,female,30000.0,0,High School,Manual,0,1,2-5 Miles,Europe,32,1
19183,single,male,10000.0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,35,0
13683,single,female,30000.0,0,High School,Manual,0,1,2-5 Miles,Europe,32,0
17848,single,male,30000.0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,31,1
17894,married,female,20000.0,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,50,1
25651,married,male,40000.0,1,Bachelors,Skilled Manual,0,0,0-1 Miles,Europe,43,1
22936,single,female,60000.0,1,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,45,1
23915,married,male,20000.0,2,High School,Manual,1,2,0-1 Miles,Europe,42,0
24121,single,female,30000.0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,29,1
27878,single,male,20000.0,0,Partial College,Manual,0,0,0-1 Miles,Pacific,28,1
13572,single,male,10000.0,3,High School,Manual,1,0,0-1 Miles,Europe,37,1
27941,married,female,80000.0,4,Partial College,Professional,1,2,2-5 Miles,Europe,53,0
26354,single,male,40000.0,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,38,1
14785,single,male,30000.0,1,Bachelors,Clerical,0,1,1-2 Miles,Europe,39,0
17238,single,male,80000.0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,32,0
23608,married,female,150000.0,3,High School,Professional,1,3,0-1 Miles,Europe,51,1
22538,single,female,10000.0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,33,0
12332,married,male,90000.0,4,High School,Management,1,3,5-10 Miles,Europe,58,1
17230,married,male,80000.0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,30,0
13082,single,male,130000.0,0,Graduate Degree,Management,1,0,2-5 Miles,Pacific,48,1
22518,single,female,30000.0,3,Partial College,Clerical,0,2,0-1 Miles,Europe,27,1
13687,married,male,40000.0,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,33,1
23571,married,female,40000.0,2,Bachelors,Management,1,2,0-1 Miles,Pacific,66,1
19305,single,female,10000.0,2,High School,Manual,1,1,0-1 Miles,Europe,38,1
22636,single,female,40000.0,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,38,1
17310,married,male,60000.0,1,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,45,1
12133,married,female,130000.0,3,Partial College,Professional,1,3,5-10 Miles,Europe,50,1
25918,single,female,30000.0,2,Partial College,Clerical,0,2,5-10 Miles,Pacific,60,1
25752,single,female,20000.0,2,Partial College,Manual,0,1,0-1 Miles,Europe,53,1
17324,married,female,100000.0,4,Bachelors,Professional,1,1,10+ Miles,Pacific,46,0
22918,single,male,80000.0,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,50,0
12510,married,male,40000.0,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,43,1
25512,single,male,20000.0,0,High School,Manual,0,1,2-5 Miles,Europe,30,0
16179,single,female,80000.0,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,38,0
15628,married,female,40000.0,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,89,0
20977,married,male,20000.0,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,64,1
18140,married,male,130000.0,3,Partial College,Professional,0,3,5-10 Miles,Europe,51,1
20417,married,male,30000.0,3,Partial College,Clerical,0,2,5-10 Miles,Pacific,56,0
18267,married,male,60000.0,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,43,0
13620,single,male,70000.0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,30,1
22974,married,female,30000.0,2,Partial College,Clerical,1,2,5-10 Miles,Pacific,69,0
13586,married,male,80000.0,4,Partial College,Professional,1,2,10+ Miles,Europe,53,0
17978,married,male,40000.0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,37,1
12581,single,female,10000.0,0,Partial College,Manual,0,1,0-1 Miles,Pacific,28,1
18018,single,male,30000.0,3,Partial College,Clerical,1,0,0-1 Miles,Europe,43,0
28957,single,female,120000.0,0,Partial High School,Professional,1,4,10+ Miles,Pacific,34,1
13690,single,female,20000.0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,34,1
12568,married,female,30000.0,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,64,0
13122,married,female,80000.0,0,Bachelors,Professional,1,1,1-2 Miles,Pacific,41,1
21184,single,male,70000.0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,38,0
26150,single,female,70000.0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,41,1
24151,single,male,20000.0,1,Bachelors,Clerical,0,0,0-1 Miles,Europe,51,0
23962,married,female,10000.0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,32,0
17793,married,female,40000.0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,38,1
14926,married,male,30000.0,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,38,1
16163,single,male,60000.0,2,Bachelors,Professional,1,1,2-5 Miles,Pacific,38,1
21365,married,female,10000.0,2,Partial High School,Clerical,1,2,5-10 Miles,Pacific,58,0
27771,single,male,30000.0,1,Bachelors,Clerical,1,1,1-2 Miles,Europe,39,1
26167,single,female,40000.0,2,Bachelors,Management,0,1,5-10 Miles,Pacific,53,1
25792,single,female,110000.0,3,Bachelors,Management,1,4,10+ Miles,Europe,53,0
11555,married,female,40000.0,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,80,0
22381,married,male,10000.0,1,Graduate Degree,Manual,1,0,0-1 Miles,Europe,44,0
17882,married,male,20000.0,1,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,44,0
22174,married,male,30000.0,3,High School,Skilled Manual,1,2,5-10 Miles,Pacific,54,1
22439,married,female,30000.0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,37,1
18012,married,female,40000.0,1,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,41,0
27582,single,female,90000.0,2,Bachelors,Professional,0,0,0-1 Miles,Pacific,36,1
12744,single,female,40000.0,2,Partial College,Clerical,1,0,0-1 Miles,Europe,33,0
22821,married,female,130000.0,3,Partial College,Professional,1,4,0-1 Miles,Europe,52,0
20171,married,female,20000.0,2,Partial College,Manual,1,1,0-1 Miles,Europe,46,1
11116,married,male,70000.0,5,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,43,0
20053,single,male,40000.0,2,Partial College,Clerical,1,0,0-1 Miles,Europe,34,0
25266,single,female,30000.0,2,Partial College,Clerical,0,2,5-10 Miles,Pacific,67,0
17960,married,female,40000.0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,35,1
13961,married,female,80000.0,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,40,0
11897,single,male,60000.0,2,Bachelors,Professional,0,1,0-1 Miles,Pacific,37,1
11139,single,female,30000.0,2,Partial College,Clerical,0,2,5-10 Miles,Pacific,67,0
11576,married,male,30000.0,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,41,1
19255,single,male,10000.0,2,Partial College,Manual,1,1,0-1 Miles,Europe,51,1
18153,married,female,100000.0,2,Bachelors,Management,1,4,10+ Miles,Europe,59,0
14547,married,male,10000.0,2,Partial College,Manual,1,0,1-2 Miles,Europe,51,0
24901,single,male,110000.0,0,Partial College,Management,0,3,10+ Miles,Pacific,32,1
27169,single,male,30000.0,0,High School,Manual,1,1,2-5 Miles,Europe,34,1
14805,single,female,10000.0,3,Partial High School,Manual,1,2,0-1 Miles,Europe,43,0
15822,married,male,40000.0,2,Bachelors,Management,1,2,0-1 Miles,Pacific,67,0
19389,single,male,30000.0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,28,0
17048,single,female,90000.0,1,Graduate Degree,Management,1,0,0-1 Miles,Pacific,36,1
22204,married,male,110000.0,4,Bachelors,Management,1,3,2-5 Miles,Pacific,48,0
12718,single,female,30000.0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,31,0
15019,single,female,30000.0,3,High School,Skilled Manual,1,2,5-10 Miles,Pacific,55,0
28488,single,male,20000.0,0,Partial College,Manual,1,0,0-1 Miles,Pacific,28,1
21891,married,female,110000.0,0,High School,Management,1,3,10+ Miles,Pacific,34,1
27814,single,female,30000.0,3,Partial College,Clerical,0,1,0-1 Miles,Europe,26,0
22175,married,female,30000.0,3,High School,Skilled Manual,1,2,5-10 Miles,Pacific,53,1
29447,single,female,10000.0,2,Bachelors,Clerical,0,1,2-5 Miles,Europe,68,0
19784,married,female,80000.0,2,High School,Skilled Manual,1,2,5-10 Miles,Pacific,50,1
27824,single,female,30000.0,3,Partial College,Clerical,1,2,0-1 Miles,Europe,28,1
24093,single,female,80000.0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,40,1
19618,married,male,70000.0,5,Partial College,Skilled Manual,1,2,0-1 Miles,Pacific,44,0
21561,single,male,90000.0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,34,1
11061,married,male,70000.0,2,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,52,1
26651,single,male,80000.0,4,Graduate Degree,Management,1,0,0-1 Miles,Pacific,36,1
21108,married,female,40000.0,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,43,1
12731,single,male,30000.0,0,High School,Manual,0,1,1-2 Miles,Europe,32,0
25307,married,female,40000.0,1,Bachelors,Skilled Manual,1,1,1-2 Miles,Europe,32,1
14278,married,female,130000.0,0,Graduate Degree,Management,1,1,10+ Miles,Pacific,48,0
20711,married,female,40000.0,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,32,1
11383,married,female,30000.0,3,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,46,0
12497,married,female,40000.0,1,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,42,0
16559,single,female,10000.0,2,High School,Manual,1,0,0-1 Miles,Europe,36,1
11585,married,female,40000.0,1,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,41,0
20277,married,female,30000.0,2,Partial College,Clerical,0,2,0-1 Miles,Pacific,69,0
26765,single,female,70000.0,5,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,45,0
12389,single,male,30000.0,0,High School,Manual,0,1,2-5 Miles,Europe,34,0
13585,married,female,80000.0,4,Partial College,Professional,0,1,2-5 Miles,Europe,53,1
26385,single,male,120000.0,3,High School,Professional,0,4,5-10 Miles,Europe,50,0
12236,married,female,20000.0,1,Partial College,Manual,1,0,0-1 Miles,Europe,65,0
21560,married,male,120000.0,0,Partial High School,Professional,1,4,10+ Miles,Pacific,32,1
21554,single,female,80000.0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,33,0
13662,single,male,20000.0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,31,1
13089,married,female,120000.0,1,Bachelors,Management,1,2,0-1 Miles,Pacific,46,1
14791,married,female,40000.0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,39,1
19331,single,male,20000.0,2,High School,Manual,1,1,0-1 Miles,Europe,40,0
17754,single,female,30000.0,3,Bachelors,Clerical,1,0,0-1 Miles,Europe,46,1
11149,married,male,40000.0,2,Bachelors,Management,1,2,0-1 Miles,Pacific,65,0
16549,single,female,30000.0,3,Bachelors,Clerical,1,0,0-1 Miles,Europe,47,1
24305,single,male,100000.0,1,Bachelors,Management,0,3,0-1 Miles,Pacific,46,1
18253,married,female,80000.0,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,40,0
20147,married,female,30000.0,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,65,0
15612,single,male,30000.0,0,High School,Manual,0,1,1-2 Miles,Europe,28,0
28323,single,male,70000.0,0,Bachelors,Professional,0,2,5-10 Miles,Pacific,43,1
22634,single,female,40000.0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,38,1
15665,married,female,30000.0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,47,1
27585,married,female,90000.0,2,Bachelors,Professional,0,0,0-1 Miles,Pacific,36,1
19748,married,male,20000.0,4,High School,Skilled Manual,0,2,1-2 Miles,Pacific,60,0
21974,single,female,70000.0,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,42,1
14032,married,male,70000.0,2,High School,Skilled Manual,0,2,1-2 Miles,Pacific,50,1
22610,married,male,30000.0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,35,1
26984,married,male,40000.0,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,32,1
18294,married,female,90000.0,1,Bachelors,Professional,1,1,5-10 Miles,Pacific,46,0
28564,single,female,40000.0,2,Partial College,Clerical,1,0,1-2 Miles,Europe,33,1
28521,single,male,40000.0,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,36,1
15450,married,male,10000.0,1,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,70,0
25681,single,female,30000.0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,31,1
19491,single,male,30000.0,2,Partial College,Clerical,1,2,0-1 Miles,Europe,42,0
26415,married,female,90000.0,4,Partial High School,Skilled Manual,1,4,10+ Miles,Europe,58,0
12821,married,male,40000.0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,39,0
15629,single,female,10000.0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,34,0
27835,married,male,20000.0,0,Partial High School,Manual,1,2,0-1 Miles,Europe,32,0
11738,married,male,60000.0,4,Bachelors,Professional,1,0,2-5 Miles,North America,46,0
25065,married,male,70000.0,2,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,48,0
26238,single,female,40000.0,3,Partial College,Clerical,1,1,1-2 Miles,North America,31,1
23707,single,male,70000.0,5,Bachelors,Management,1,3,10+ Miles,North America,60,1
27650,married,male,70000.0,4,High School,Professional,1,0,5-10 Miles,North America,51,0
24981,married,male,60000.0,2,Partial College,Professional,1,2,10+ Miles,North America,56,0
20678,single,female,60000.0,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,40,1
15302,single,female,70000.0,1,Graduate Degree,Professional,1,0,2-5 Miles,North America,34,1
26012,married,male,80000.0,1,Partial College,Skilled Manual,1,1,2-5 Miles,North America,48,1
26575,single,female,40000.0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,31,1
15559,married,male,60000.0,5,Bachelors,Professional,1,1,2-5 Miles,North America,47,0
19235,married,female,50000.0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,34,0
15275,married,male,40000.0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,29,0
20339,married,female,130000.0,1,Bachelors,Management,1,4,2-5 Miles,North America,44,1
25405,married,male,70000.0,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,38,1
15940,married,male,100000.0,4,Partial College,Professional,1,4,0-1 Miles,North America,40,0
25074,married,female,70000.0,4,Bachelors,Professional,1,2,2-5 Miles,North America,42,1
24738,married,female,40000.0,1,Partial College,Clerical,1,1,1-2 Miles,North America,51,1
16337,married,male,60000.0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,29,0
24357,married,male,80000.0,3,Bachelors,Professional,1,1,2-5 Miles,North America,48,1
18613,single,male,70000.0,0,Bachelors,Professional,0,1,2-5 Miles,North America,37,1
12207,single,male,80000.0,4,Bachelors,Management,1,0,5-10 Miles,North America,66,1
18052,married,female,60000.0,1,Partial College,Skilled Manual,1,1,0-1 Miles,North America,45,1
13353,single,female,60000.0,4,Graduate Degree,Management,1,2,10+ Miles,North America,61,1
19399,single,male,40000.0,0,Bachelors,Professional,0,1,2-5 Miles,North America,45,0
16154,married,female,70000.0,5,Bachelors,Professional,1,2,2-5 Miles,North America,47,0
22219,married,female,60000.0,2,High School,Professional,1,2,5-10 Miles,North America,49,0
17269,single,male,60000.0,3,Bachelors,Professional,0,0,0-1 Miles,North America,47,1
23586,married,female,80000.0,0,Bachelors,Management,1,1,1-2 Miles,North America,34,1
15740,married,male,80000.0,5,Bachelors,Management,1,2,1-2 Miles,North America,64,0
27638,single,male,100000.0,1,Partial College,Professional,0,3,1-2 Miles,North America,44,0
18976,single,male,40000.0,4,High School,Professional,1,2,10+ Miles,North America,62,1
19413,single,male,60000.0,3,Bachelors,Professional,0,1,0-1 Miles,North America,47,1
13283,married,male,80000.0,3,Partial College,Professional,0,2,0-1 Miles,North America,49,1
17471,single,female,80000.0,4,Graduate Degree,Management,1,2,5-10 Miles,North America,67,0
16791,single,male,60000.0,5,Bachelors,Management,1,3,10+ Miles,North America,59,1
15382,married,female,110000.0,1,Bachelors,Management,1,2,1-2 Miles,North America,44,0
11641,married,male,50000.0,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,36,0
11935,single,female,30000.0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,28,0
13233,married,male,60000.0,2,Partial College,Professional,1,1,10+ Miles,North America,57,1
25909,married,male,60000.0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,27,1
14092,single,male,30000.0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,28,0
29143,single,female,60000.0,1,Bachelors,Professional,0,1,0-1 Miles,North America,44,1
24941,married,male,60000.0,3,Bachelors,Management,1,2,10+ Miles,North America,66,0
24637,married,male,40000.0,4,High School,Professional,1,2,10+ Miles,North America,64,0
23893,married,male,50000.0,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,41,0
13907,single,female,80000.0,3,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,41,1
14900,married,female,40000.0,1,Partial College,Clerical,1,1,1-2 Miles,North America,49,1
11262,married,female,80000.0,4,Bachelors,Management,1,0,0-1 Miles,North America,42,0
22294,single,female,70000.0,0,Bachelors,Professional,0,1,2-5 Miles,North America,37,1
12195,single,female,70000.0,3,Graduate Degree,Management,1,2,1-2 Miles,North America,52,0
25375,married,male,50000.0,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,34,0
11143,married,male,40000.0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,29,0
25898,married,female,70000.0,2,High School,Professional,1,2,2-5 Miles,North America,53,0
24397,single,male,120000.0,2,Bachelors,Management,0,4,1-2 Miles,North America,40,0
19758,single,male,60000.0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,29,0
15529,married,male,60000.0,4,Bachelors,Professional,1,2,2-5 Miles,North America,43,1
19884,married,male,60000.0,2,High School,Professional,1,2,2-5 Miles,North America,55,1
18674,single,female,80000.0,4,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,48,0
13453,married,female,130000.0,3,Bachelors,Management,1,3,0-1 Miles,North America,45,1
14063,single,female,70000.0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,42,1
27393,married,female,50000.0,4,Bachelors,Management,1,2,10+ Miles,North America,63,0
14417,single,male,60000.0,3,High School,Professional,1,2,10+ Miles,North America,54,1
17533,married,male,40000.0,3,Partial College,Professional,0,2,5-10 Miles,North America,73,1
18580,married,female,60000.0,2,Graduate Degree,Professional,1,0,2-5 Miles,North America,40,1
17025,single,male,50000.0,0,Partial College,Skilled Manual,0,1,2-5 Miles,North America,39,1
25293,married,male,80000.0,4,Bachelors,Management,1,0,1-2 Miles,North America,42,0
24725,married,female,40000.0,3,Partial College,Clerical,1,0,1-2 Miles,North America,31,0
23200,married,female,50000.0,3,Bachelors,Skilled Manual,1,2,0-1 Miles,North America,41,0
15895,single,female,60000.0,2,Bachelors,Management,1,0,10+ Miles,North America,58,0
18577,married,female,60000.0,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,40,0
27218,married,female,20000.0,2,Partial High School,Clerical,0,0,0-1 Miles,North America,48,0
18560,married,female,70000.0,2,Graduate Degree,Professional,1,0,2-5 Miles,North America,34,1
25006,single,female,30000.0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,28,0
17369,single,male,30000.0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,27,0
14495,married,male,40000.0,3,Partial College,Professional,0,2,5-10 Miles,North America,54,1
18847,married,female,60000.0,2,Graduate Degree,Management,1,2,5-10 Miles,North America,70,0
14754,married,male,40000.0,1,Partial College,Clerical,1,1,1-2 Miles,North America,48,1
23378,married,male,70000.0,1,Partial College,Skilled Manual,1,1,2-5 Miles,North America,44,1
26452,single,male,50000.0,3,Graduate Degree,Management,1,2,10+ Miles,North America,69,0
20370,married,male,70000.0,3,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,52,0
20528,married,male,40000.0,2,Partial High School,Skilled Manual,1,2,2-5 Miles,North America,55,0
23549,single,male,30000.0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,30,0
21751,married,male,60000.0,3,Graduate Degree,Management,1,2,1-2 Miles,North America,63,0
21266,single,female,80000.0,0,Bachelors,Management,1,1,1-2 Miles,North America,34,1
13388,single,male,60000.0,2,Partial College,Professional,1,1,10+ Miles,North America,56,0
18752,single,female,40000.0,0,High School,Skilled Manual,1,1,5-10 Miles,North America,31,0
16917,married,male,120000.0,1,Bachelors,Management,1,4,0-1 Miles,North America,38,0
15313,married,male,60000.0,4,Bachelors,Management,1,2,2-5 Miles,North America,59,0
25329,single,female,40000.0,3,Partial College,Clerical,0,2,0-1 Miles,North America,32,0
20380,married,female,60000.0,3,Graduate Degree,Management,1,2,10+ Miles,North America,69,0
23089,married,male,40000.0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,28,0
13749,married,male,80000.0,4,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,47,0
24943,married,male,60000.0,3,Bachelors,Management,1,2,10+ Miles,North America,66,0
28667,single,male,70000.0,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,37,1
15194,single,male,120000.0,2,Bachelors,Management,0,3,0-1 Miles,North America,39,1
17436,married,male,60000.0,2,High School,Professional,0,2,1-2 Miles,North America,51,0
18935,married,female,130000.0,0,Graduate Degree,Management,1,3,1-2 Miles,North America,40,0
16871,married,female,90000.0,2,High School,Professional,1,1,10+ Miles,North America,51,1
12100,single,male,60000.0,2,Bachelors,Management,1,0,10+ Miles,North America,57,0
23158,married,female,60000.0,1,Graduate Degree,Professional,0,0,0-1 Miles,North America,35,1
18545,married,male,40000.0,4,High School,Professional,0,2,10+ Miles,North America,61,1
18391,single,female,80000.0,5,Partial College,Professional,1,2,5-10 Miles,North America,44,0
19812,single,female,70000.0,2,Partial College,Professional,1,0,5-10 Miles,North America,49,1
27660,married,male,80000.0,4,Graduate Degree,Management,1,2,5-10 Miles,North America,70,0
18058,single,female,20000.0,3,High School,Skilled Manual,1,2,2-5 Miles,North America,78,0
20343,married,female,90000.0,4,Partial College,Professional,1,1,1-2 Miles,North America,45,0
28997,single,male,40000.0,2,High School,Professional,0,1,2-5 Miles,North America,58,1
24398,married,male,130000.0,1,Graduate Degree,Management,1,4,0-1 Miles,North America,41,0
19002,married,female,60000.0,2,Partial College,Professional,1,1,2-5 Miles,North America,57,1
28609,married,male,30000.0,2,High School,Skilled Manual,0,2,0-1 Miles,North America,49,0
29231,single,male,80000.0,4,Partial College,Professional,0,2,0-1 Miles,North America,43,0
18858,single,male,60000.0,2,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,52,1
20000,married,male,60000.0,1,Graduate Degree,Professional,1,0,0-1 Miles,North America,35,1
25261,married,male,40000.0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,27,0
17458,single,male,70000.0,3,High School,Professional,1,0,5-10 Miles,North America,52,1
11644,single,male,40000.0,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,36,0
16145,single,female,70000.0,5,Graduate Degree,Professional,1,3,10+ Miles,North America,46,1
16890,married,male,60000.0,3,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,52,1
25983,married,male,70000.0,0,Bachelors,Professional,0,1,0-1 Miles,North America,43,0
14633,married,male,60000.0,1,Partial College,Skilled Manual,1,1,2-5 Miles,North America,44,0
22994,married,female,80000.0,0,Bachelors,Management,1,1,1-2 Miles,North America,34,1
22983,single,female,30000.0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,27,0
25184,single,male,110000.0,1,Partial College,Professional,1,4,5-10 Miles,North America,45,1
14469,married,female,100000.0,3,Partial College,Professional,1,4,1-2 Miles,North America,45,0
11538,single,female,60000.0,4,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,47,1
16245,single,female,80000.0,4,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,47,0
17858,married,male,40000.0,4,High School,Skilled Manual,1,2,2-5 Miles,North America,44,1
25347,single,female,20000.0,3,Partial High School,Clerical,0,2,0-1 Miles,North America,49,0
15814,single,female,40000.0,0,High School,Skilled Manual,1,1,5-10 Miles,North America,30,0
11259,married,female,100000.0,4,Partial College,Professional,1,4,2-5 Miles,North America,41,1
11200,married,male,70000.0,4,Bachelors,Management,1,1,1-2 Miles,North America,58,0
25101,married,male,60000.0,5,Bachelors,Professional,1,1,2-5 Miles,North America,47,0
21801,married,female,70000.0,4,Partial College,Professional,1,1,1-2 Miles,North America,55,0
25943,single,female,70000.0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,27,1
22127,married,male,60000.0,3,Graduate Degree,Management,1,2,1-2 Miles,North America,67,0
20414,married,female,60000.0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,29,0
23672,married,female,60000.0,3,Graduate Degree,Management,1,2,1-2 Miles,North America,67,0
